word,is_error,textract_score,ner_score,pos_score,gibb_score,word_length,contains_nonalpha,dict_presence,closest_word,editdistance,jaccard_similarity,string_containment,char_intersection_count
pocket,0,0.899211445,0,0,0.053148156,6,0,1,pocket,0,1,1,6
doll,0,0.906442195,0,0,0.06061274,4,0,1,doll,0,1,1,3
shoulders,0,0.903558797,0,0,0.085776939,9,0,1,shoulders,0,1,1,8
demand,0,0.901924519,0,0,0.115780729,6,0,1,demand,0,1,1,5
farm,0,0.909075412,0,0,0.053045971,4,0,1,farm,0,1,1,4
frogs,0,0.894023593,0,0,0.029941605,5,0,1,frogs,0,1,1,5
new,0,0.905520414,0,0,0.027028517,3,0,1,new,0,1,1,3
though,0,0.904250826,0,0,0.104538182,6,0,1,though,0,1,1,5
fox,0,0.890035382,0,0.522599816,0.013677729,3,0,1,fox,0,1,1,3
doubt,0,0.892311011,0,0,0.031940671,5,0,1,doubt,0,1,1,5
illegitimate,0,0.895139574,0,0,0.075474896,12,0,1,illegitimate,0,1,1,7
eac,0,0.98350394,0,0.542683959,0.042506717,3,0,0,edge,0.75,0.2,0.333333333,1
playing field,0,0.97881772,0,0,0.070933987,13,1,0,playing-field,0.076923077,0.833333333,0.909090909,10
our,0,0.896084892,0,0,0.127858996,3,0,1,our,0,1,1,3
unhygienic,0,0.909079837,0,0,0.019224739,10,0,1,unhygienic,0,1,1,8
hours,0,0.892702653,0.662353098,0,0.091257059,5,0,1,hours,0,1,1,5
orphan,0,0.902694348,0,0,0.052924291,6,0,1,orphan,0,1,1,6
gotten,0,0.893493494,0,0,0.052796329,6,0,1,gotten,0,1,1,5
assassination,0,0.8985077,0.908992648,0,0.083704301,13,0,1,assassination,0,1,1,6
up set,0,0.959865935,0,0,0.053660494,6,1,0,upset,0.166666667,0.833333333,1,5
loony,0,0.89845775,0.659356952,0,0.046403317,5,0,1,loony,0,1,1,4
idea,0,0.893830849,0,0,0.063163129,4,0,1,idea,0,1,1,4
unravelled,0,0.894055403,0,0,0.055826095,10,0,1,unravelled,0,1,1,8
pae,0,0.992310414,0,0,0.016615555,3,0,0,pay,0.333333333,0.5,0.666666667,2
aberration,0,0.903789682,0,0,0.086436291,10,0,1,aberration,0,1,1,8
took,0,0.891575649,0,0,0.032427,4,0,1,took,0,1,1,3
sacrifice,0,0.900224649,0,0,0.056088261,9,0,1,sacrifice,0,1,1,7
erratically,0,0.897091946,0,0,0.088349091,11,0,1,erratically,0,1,1,8
anc,0,0.954544352,0,0.894275546,0.0972383,3,0,0,anxious,0.714285714,0.25,0.666666667,2
sweetest,0,0.897635707,0,0,0.044974294,8,0,1,sweetest,0,1,1,4
week,0,0.907117082,0.853439748,0,0.014759294,4,0,1,week,0,1,1,3
client,0,0.891020432,0,0,0.070337262,6,0,1,client,0,1,1,6
representatives,0,0.892396463,0,0,0.096638775,15,0,1,representatives,0,1,1,9
polce men,0,0.971339375,0.708075702,0,0.071861058,9,1,0,policemen,0.222222222,0.777777778,0.875,7
secret,0,0.901315192,0,0,0.056106576,6,0,1,secret,0,1,1,5
timing,0,0.890063659,0,0,0.102247381,6,0,1,timing,0,1,1,5
at least,0,0.897343415,0,0,0.092744595,8,1,0,at least,0,1,1,6
ophthalmic,0,0.890495388,0,0,0.048967039,10,0,1,ophthalmic,0,1,1,9
slipper,0,0.894159226,0,0,0.047290204,7,0,1,slipper,0,1,1,6
critique,0,0.906513385,0,0,0.046614138,8,0,1,critique,0,1,1,7
headmisstres',0,0.983771596,0,0,0.070205823,13,1,0,headmistress's,0.214285714,1,1,10
bacon,0,0.898422939,0,0,0.101831861,5,0,1,bacon,0,1,1,5
anyway,0,0.911173862,0,0,0.029325558,6,0,1,anyway,0,1,1,4
en route,0,0.896093065,0,0,0.096499632,8,1,0,en route,0,1,1,7
guttural,0,0.898843246,0,0,0.054556894,8,0,1,guttural,0,1,1,6
overcoat,0,0.90680474,0,0,0.066389427,8,0,1,overcoat,0,1,1,7
ditch,0,0.904731503,0,0,0.045542173,5,0,1,ditch,0,1,1,5
police men,0,0.975860249,0,0,0.10524371,10,1,0,policemen,0.1,0.888888889,1,8
abundance,0,0.895575927,0,0,0.081877116,9,0,1,abundance,0,1,1,7
dispute,0,0.903029071,0,0,0.071049259,7,0,1,dispute,0,1,1,7
fet,0,0.984765115,0,0,0.045433937,3,0,0,fight,0.6,0.333333333,0.666666667,2
affords,0,0.907316019,0.589639425,0,0.041401577,7,0,1,affords,0,1,1,6
reality,0,0.893491216,0.440199047,0,0.075557703,7,0,1,reality,0,1,1,7
whistled,0,0.89964823,0,0,0.096046122,8,0,1,whistled,0,1,1,8
advertisements,0,0.904904686,0,0,0.071067526,14,0,1,advertisements,0,1,1,10
so-called,0,0.890158528,0,0,0.075387143,9,1,1,so-called,0,1,1,8
session,0,0.893011571,0,0,0.086383648,7,0,1,session,0,1,1,5
requirement,0,0.9096443,0,0,0.074037566,11,0,1,requirement,0,1,1,8
disposition,0,0.502274571,0,0,0.077876008,11,0,1,disposition,0,1,1,7
all sorts,0,0.906227859,0.725332022,0,0.069306199,9,1,0,all sorts,0,1,1,7
definition,0,0.900797002,0,0,0.082263477,10,0,1,definition,0,1,1,7
destroy,0,0.89950341,0,0,0.050560318,7,0,1,destroy,0,1,1,7
bushel,0,0.907237544,0.773823857,0,0.106700165,6,0,1,bushel,0,1,1,6
achieve,0,0.902877159,0,0,0.083155077,7,0,1,achieve,0,1,1,6
satisfy,0,0.893498738,0,0,0.025837362,7,0,1,satisfy,0,1,1,6
map,0,0.897216268,0,0,0.059407104,3,0,1,map,0,1,1,3
stars,0,0.893385182,0.27334246,0,0.072642735,5,0,1,stars,0,1,1,4
composed,0,0.895968747,0,0,0.085997186,8,0,1,composed,0,1,1,7
substitute,0,0.892234378,0,0,0.058378115,10,0,1,substitute,0,1,1,6
good-natured,0,0.891912206,0,0,0.043325661,12,1,1,good-natured,0,1,1,10
bill,0,0.895072254,0,0,0.05926313,4,0,1,bill,0,1,1,3
sae,0,0.988997591,0.711152256,0.612031937,0.009710275,3,0,0,shaggy,0.666666667,0.333333333,0.666666667,2
aerials,0,0.908896986,0,0,0.032869053,7,0,1,aerials,0,1,1,6
recollection,0,0.89551548,0,0,0.08822049,12,0,1,recollection,0,1,1,8
pyjama,0,0.907790648,0,0,0.010143714,6,0,1,pyjama,0,1,1,5
coalesced,0,0.903359314,0,0,0.066112091,9,0,1,coalesced,0,1,1,7
colour,0,0.89131758,0,0,0.10248458,6,0,1,colour,0,1,1,5
ignore,0,0.906824984,0.554477811,0,0.062208478,6,0,1,ignore,0,1,1,6
appetites,0,0.909505786,0,0,0.068270749,9,0,1,appetites,0,1,1,6
difficult,0,0.893240337,0,0,0.050633798,9,0,1,difficult,0,1,1,7
creeps,0,0.903622751,0,0,0.034697601,6,0,1,creeps,0,1,1,5
dissolved,0,0.902416921,0,0,0.067656847,9,0,1,dissolved,0,1,1,7
choir,0,0.908609865,0,0,0.045587563,5,0,1,choir,0,1,1,5
ie,0,0.971179369,0,0,0.042078557,2,0,0,eye,0.666666667,0.333333333,0.5,1
proved,0,0.904953227,0,0,0.120498154,6,0,1,proved,0,1,1,6
discover,0,0.897207479,0.379801184,0,0.098246737,8,0,1,discover,0,1,1,8
rail,0,0.906360008,0,0,0.05153503,4,0,1,rail,0,1,1,4
these,0,0.899423226,0,0,0.196331029,5,0,1,these,0,1,1,4
owner,0,0.903892399,0,0,0.066612266,5,0,1,owner,0,1,1,5
forward,0,0.898192673,0,0,0.050059273,7,0,1,forward,0,1,1,6
cleared,0,0.908362879,0,0,0.092344964,7,0,1,cleared,0,1,1,6
Butlins,0,0.899569136,0.456488609,0.683415294,0.081309668,7,0,0,Butlins,0,1,1,7
trotting,0,0.891966502,0,0,0.068927857,8,0,1,trotting,0,1,1,6
space craght,0,0.972506404,0.918964863,0,0.05857931,12,1,0,spacecraft,0.25,0.636363636,0.875,7
snd,0,0.986153779,0,0.48235023,0.018347276,3,0,0,send,0.25,0.75,1,3
season,0,0.900406962,0,0,0.084789641,6,0,1,season,0,1,1,5
sub-terranian,0,0.97282266,0.910868287,0,0.052684779,13,1,0,subterranean,0.153846154,0.8,1,8
children,0,0.895822158,0,0,0.084742009,8,0,1,children,0,1,1,8
broadcasting,0,0.905091819,0,0,0.047456261,12,0,1,broadcasting,0,1,1,11
earned,0,0.9094774,0,0,0.058075675,6,0,1,earned,0,1,1,5
unforeseen,0,0.908271258,0,0,0.076002052,10,0,1,unforeseen,0,1,1,7
guild hall,0,0.993603916,0.823762357,0.448165745,0.078243819,10,1,0,guildhall,0.1,0.875,1,7
company,0,0.8921378,0,0,0.077183815,7,0,1,company,0,1,1,7
coming,0,0.890158761,0.878450811,0,0.127902941,6,0,1,coming,0,1,1,6
queries,0,0.90084063,0,0,0.108682109,7,0,1,queries,0,1,1,6
water colours,0,0.9671853,0,0,0.10471361,13,1,0,watercolours,0.076923077,0.909090909,1,10
intuitive,0,0.903187073,0,0,0.08200759,9,0,1,intuitive,0,1,1,6
nightclub,0,0.901201064,0,0,0.024474833,9,0,1,nightclub,0,1,1,9
sting,0,0.902746417,0,0,0.138485839,5,0,1,sting,0,1,1,5
knock,0,0.902491252,0,0,0.040296065,5,0,1,knock,0,1,1,4
built,0,0.907228212,0,0,0.040638238,5,0,1,built,0,1,1,5
fact,0,0.905049861,0,0,0.061356787,4,0,1,fact,0,1,1,4
occasionally,0,0.905227069,0,0,0.064952185,12,0,1,occasionally,0,1,1,8
unsuccessfully,0,0.908306703,0,0,0.050121877,14,0,1,unsuccessfully,0,1,1,8
censor,0,0.89420267,0,0,0.085206502,6,0,1,censor,0,1,1,6
retired,0,0.90500351,0,0,0.08534066,7,0,1,retired,0,1,1,5
over,0,0.90185666,0.540278196,0,0.133719429,4,0,1,over,0,1,1,4
annum,0,0.905858913,0.935700655,0.523495317,0.026295055,5,0,1,annum,0,1,1,4
manoeuvres,0,0.894795244,0,0,0.020099979,10,0,1,manoeuvres,0,1,1,9
subscribed,0,0.892054848,0,0,0.040214578,10,0,1,subscribed,0,1,1,8
gone,0,0.004982129,0.959866107,0,0.093800811,4,0,1,gone,0,1,1,4
occasioned,0,0.899499448,0,0,0.064412325,10,0,1,occasioned,0,1,1,8
ploughed,0,0.898679943,0,0,0.107711487,8,0,1,ploughed,0,1,1,8
byc,0,0.958013353,0,0,0.01839158,3,0,0,bicycle,0.571428571,0.5,1,3
specialized,0,0.897492875,0,0,0.052755007,11,0,1,specialized,0,1,1,9
birthday,0,0.891483167,0,0,0.024178593,8,0,1,birthday,0,1,1,8
radish,0,0.897238513,0.748759031,0,0.073563071,6,0,1,radish,0,1,1,6
must'nt,0,0.966855371,0,0.461402982,0.032921458,7,1,0,mustn't,0.285714286,1,1,6
premium,0,0.903857896,0,0,0.039874087,7,0,1,premium,0,1,1,6
lod,0,0.966980805,0,0,0.03808723,3,0,0,loud,0.25,0.75,1,3
trivial,0,0.899525868,0,0,0.053266679,7,0,1,trivial,0,1,1,6
punctuation,0,0.892088911,0,0,0.066541459,11,0,1,punctuation,0,1,1,8
leaner,0,0.902516078,0.984159768,0,0.112451075,6,0,1,leaner,0,1,1,5
freedom,0,0.892765399,0,0,0.071165128,7,0,1,freedom,0,1,1,6
daisychain's,0,0.977093509,0.936703205,0.619346321,0.043861788,12,1,0,daisy chains,0.166666667,0.8,0.888888889,8
pretending,0,0.904812782,0,0,0.117212688,10,0,1,pretending,0,1,1,8
obstacle,0,0.903027902,0,0,0.040179594,8,0,1,obstacle,0,1,1,8
deliberately,0,0.907419362,0,0,0.077896451,12,0,1,deliberately,0,1,1,9
my self,0,0.985560405,0,0,0.066700357,7,1,0,myself,0.142857143,0.857142857,1,6
custamor's,0,0.982127676,0.98731333,0,0.068802779,10,1,0,customer's,0.2,0.8,0.888888889,8
commissioner,0,0.906988303,0,0,0.085564615,12,0,1,commissioner,0,1,1,8
American,0,0.896821212,0.755646646,0.882857502,0.104811105,8,0,1,American,0,1,1,7
conceded,0,0.906379898,0,0,0.117457172,8,0,1,conceded,0,1,1,5
transactions,0,0.89063152,0,0,0.069531949,12,0,1,transactions,0,1,1,8
technological,0,0.890070105,0,0,0.039535532,13,0,1,technological,0,1,1,10
despicable,0,0.892554826,0,0,0.071640949,10,0,1,despicable,0,1,1,9
subpoena,0,0.897257512,0,0,0.014418159,8,0,1,subpoena,0,1,1,8
agreeable,0,0.898292423,0,0,0.058942049,9,0,1,agreeable,0,1,1,6
teaches,0,0.901579576,0,0,0.100097221,7,0,1,teaches,0,1,1,6
rudimentary,0,0.900193843,0,0,0.058506611,11,0,1,rudimentary,0,1,1,10
loneliness,0,0.909486264,0,0,0.091986037,10,0,1,loneliness,0,1,1,6
civil,0,0.905204702,0,0,0.055456319,5,0,1,civil,0,1,1,4
blizzard,0,0.906490705,0.893083155,0,0.042119471,8,0,1,blizzard,0,1,1,7
when,0,0.897580993,0,0,0.206134916,4,0,1,when,0,1,1,4
Some one,0,0.985783727,0,0,0.114349989,8,1,0,Someone,0.125,0.833333333,1,5
feasible,0,0.897067294,0,0,0.063398839,8,0,1,feasible,0,1,1,7
uphold,0,0.905466094,0,0,0.0460268,6,0,1,uphold,0,1,1,6
bags,0,0.903314417,0,0,0.029101553,4,0,1,bags,0,1,1,4
receive,0,0.905777033,0,0,0.073426116,7,0,1,receive,0,1,1,5
administrate,0,0.907151432,0,0,0.064759643,12,0,1,administrate,0,1,1,9
ete,0,0.984330822,0.478785694,0,0.048032267,3,0,0,eat,0.666666667,0.666666667,1,2
cars,0,0.895644714,0,0,0.087982508,4,0,1,cars,0,1,1,4
advertised,0,0.891276206,0,0,0.074755352,10,0,1,advertised,0,1,1,8
roast,0,0.898054807,0,0,0.051403328,5,0,1,roast,0,1,1,5
art,0,0.90422308,0,0,0.062765214,3,0,1,art,0,1,1,3
consistent,0,0.890911208,0,0,0.104195521,10,0,1,consistent,0,1,1,7
clothes,0,0.905353776,0,0,0.110751639,7,0,1,clothes,0,1,1,7
rang,0,0.897440843,0.758694828,0,0.124310919,4,0,1,rang,0,1,1,4
realize,0,0.907939496,0,0,0.074512396,7,0,1,realize,0,1,1,6
hundred,0,0.90861555,0.682222307,0,0.070493941,7,0,1,hundred,0,1,1,6
progressing,0,0.901681687,0,0,0.08289879,11,0,1,progressing,0,1,1,8
hurt,0,0.89746641,0,0,0.038605727,4,0,1,hurt,0,1,1,4
sheriff,0,0.898834534,0,0.644957304,0.084686397,7,0,1,sheriff,0,1,1,6
teeth,0,0.89704745,0,0,0.065430385,5,0,1,teeth,0,1,1,3
temper,0,0.896186223,0,0,0.082205593,6,0,1,temper,0,1,1,5
display,0,0.891260956,0,0,0.062148446,7,0,1,display,0,1,1,7
yellow,0,0.89756444,0,0,0.060667197,6,0,1,yellow,0,1,1,5
burin,0,0.898128275,0.519127011,0,0.145316304,5,0,1,burin,0,1,1,5
sudden,0,0.897612583,0,0,0.039126364,6,0,1,sudden,0,1,1,5
retention,0,0.899114953,0,0,0.093666136,9,0,1,retention,0,1,1,6
horrible,0,0.898628474,0,0,0.062853068,8,0,1,horrible,0,1,1,7
brush,0,0.906777696,0,0,0.055212615,5,0,1,brush,0,1,1,5
cervical,0,0.907199511,0,0,0.079394129,8,0,1,cervical,0,1,1,7
subtract,0,0.906113643,0,0,0.035588489,8,0,1,subtract,0,1,1,7
acquiesce,0,0.89201917,0,0,0.044482593,9,0,1,acquiesce,0,1,1,7
mysterious,0,0.905010302,0.929285765,0,0.084887598,10,0,1,mysterious,0,1,1,9
confidentially,0,0.897480906,0,0,0.076275645,14,0,1,confidentially,0,1,1,11
pantomime,0,0.901784444,0,0,0.104070954,9,0,1,pantomime,0,1,1,8
memory,0,0.902677346,0,0,0.077857133,6,0,1,memory,0,1,1,5
veranda,0,0.900984736,0.423854232,0,0.133252934,7,0,1,veranda,0,1,1,6
bubbles,0,0.190550878,0,0,0.054436184,7,0,1,bubbles,0,1,1,5
wound,0,0.907035614,0,0,0.117626975,5,0,1,wound,0,1,1,5
folk,0,0.905401183,0,0,0.034588862,4,0,1,folk,0,1,1,4
emigrated,0,0.899716159,0,0,0.06647352,9,0,1,emigrated,0,1,1,8
trill run,0,0.977223723,0,0,0.058101572,9,1,0,trial-run,0.222222222,0.666666667,0.857142857,6
a rand,0,0.973175559,0.686864495,0,0.085864672,6,1,0,around,0.5,0.571428571,0.8,4
shriek,0,0.90257873,0,0,0.018131312,6,0,1,shriek,0,1,1,6
coast,0,0.894326164,0.53649497,0,0.061583464,5,0,1,coast,0,1,1,5
mistake,0,0.894896963,0,0,0.075611953,7,0,1,mistake,0,1,1,7
contributors,0,0.900894263,0,0,0.080756645,12,0,1,contributors,0,1,1,9
question ing,0,0.953043105,0,0,0.131076163,12,1,0,questioning,0.083333333,0.9,1,9
space croved,0,0.958529844,0,0,0.082418389,12,1,0,spacecraft,0.416666667,0.5,0.75,6
street,0,0.900862839,0,0,0.055433673,6,0,1,street,0,1,1,4
complexion,0,0.906592104,0,0,0.084659589,10,0,1,complexion,0,1,1,9
boasting,0,0.904994659,0,0,0.0822576,8,0,1,boasting,0,1,1,8
interplanetary,0,0.901061481,0,0,0.070400405,14,0,1,interplanetary,0,1,1,9
refrigerator,0,0.907568315,0,0,0.083338532,12,0,1,refrigerator,0,1,1,8
splinters,0,0.89599473,0,0,0.090668147,9,0,1,splinters,0,1,1,8
alienate,0,0.893977281,0.908376694,0,0.077255099,8,0,1,alienate,0,1,1,6
alleges,0,0.907088847,0,0,0.071986618,7,0,1,alleges,0,1,1,5
debit,0,0.892478855,0,0,0.032239492,5,0,1,debit,0,1,1,5
totally,0,0.895651181,0,0,0.075217882,7,0,1,totally,0,1,1,5
indisputable,0,0.890083593,0,0,0.081300962,12,0,1,indisputable,0,1,1,11
lick,0,0.895350067,0,0,0.06284129,4,0,1,lick,0,1,1,4
admitted,0,0.898273554,0,0,0.043820378,8,0,1,admitted,0,1,1,6
think,0,0.908149965,0,0,0.096948851,5,0,1,think,0,1,1,5
al right,0,0.979827898,0,0.998321235,0.055405345,8,1,0,all right,0.111111111,1,1,8
symmetrical,0,0.90403604,0,0,0.042444976,11,0,1,symmetrical,0,1,1,10
stretched,0,0.891912384,0,0,0.066618415,9,0,1,stretched,0,1,1,7
iterate,0,0.907196143,0,0,0.109520775,7,0,1,iterate,0,1,1,5
obtaining,0,0.891958622,0,0,0.047921666,9,0,1,obtaining,0,1,1,7
terrifies,0,0.896781196,0,0,0.0611405,9,0,1,terrifies,0,1,1,6
increasing,0,0.907684834,0,0,0.098642542,10,0,1,increasing,0,1,1,8
ventilated,0,0.895183015,0,0,0.113563158,10,0,1,ventilated,0,1,1,8
neighbor,0,0.90838815,0,0,0.029705824,8,0,1,neighbor,0,1,1,8
RSX,0,0.908370611,0.712126255,0,0.000412539,3,0,0,RSX,0,1,1,3
Bicycle,0,0.890144812,0,0,0.028086455,7,0,1,Bicycle,0,1,1,6
forenoon,0,0.906815466,0,0.481781065,0.101127451,8,0,1,forenoon,0,1,1,5
earlier,0,0.891620587,0,0,0.055108862,7,0,1,earlier,0,1,1,5
crown,0,0.903718521,0,0,0.049071545,5,0,1,crown,0,1,1,5
presidence's,0,0.953426515,0.991501093,0,0.09606444,12,1,0,president's,0.166666667,0.8,0.888888889,8
nest-boxes,0,0.905093482,0,0,0.025914279,10,1,1,nest-boxes,0,1,1,8
gravy,0,0.909786097,0,0,0.028137602,5,0,1,gravy,0,1,1,5
women,0,0.900817949,0,0,0.102879738,5,0,1,women,0,1,1,5
seventy,0,0.900433248,0.974993587,0,0.073688764,7,0,1,seventy,0,1,1,6
fresh,0,0.895514074,0,0,0.100003789,5,0,1,fresh,0,1,1,5
grass,0,0.891220136,0,0,0.076507906,5,0,1,grass,0,1,1,4
along,0,0.900187129,0,0,0.109986671,5,0,1,along,0,1,1,5
suits,0,0.892368085,0,0,0.041076219,5,0,1,suits,0,1,1,4
soup,0,0.903725541,0,0,0.063314387,4,0,1,soup,0,1,1,4
collection,0,0.90460435,0,0,0.090982319,10,0,1,collection,0,1,1,7
extraordinarily,0,0.891326873,0,0,0.044599459,15,0,1,extraordinarily,0,1,1,11
denying,0,0.899851078,0,0,0.067662105,7,0,1,denying,0,1,1,6
pathway,0,0.903345812,0,0,0.050942187,7,0,1,pathway,0,1,1,6
any one,0,0.989027464,0,0,0.107269081,7,1,0,anyone,0.142857143,0.833333333,1,5
theologian,0,0.909286742,0,0,0.054220946,10,0,1,theologian,0,1,1,9
prior,0,0.17407144,0,0,0.105951032,5,0,1,prior,0,1,1,4
structures,0,0.899067276,0,0,0.062579456,10,0,1,structures,0,1,1,6
recognition,0,0.90003646,0,0,0.061055293,11,0,1,recognition,0,1,1,8
wished,0,0.893268467,0,0,0.138929685,6,0,1,wished,0,1,1,6
collages,0,0.904925627,0,0,0.080517517,8,0,1,collages,0,1,1,7
har,0,0.990856307,0,0,0.122676431,3,0,0,hair,0.25,0.75,1,3
loud mouth,0,0.972688998,0,0,0.107506025,10,1,0,loud-mouth,0.1,0.777777778,0.875,7
emigrant,0,0.896579332,0,0,0.067926771,8,0,1,emigrant,0,1,1,8
regret,0,0.902183434,0,0,0.059747283,6,0,1,regret,0,1,1,4
contemporaries,0,0.89576764,0,0,0.087831016,14,0,1,contemporaries,0,1,1,11
locker,0,0.898153735,0,0,0.070630752,6,0,1,locker,0,1,1,6
back,0,0.892161785,0,0,0.04791727,4,0,1,back,0,1,1,4
primarily,0,0.803840974,0,0,0.091247927,9,0,1,primarily,0,1,1,7
clos room,0,0.95296289,0,0,0.060607499,9,1,0,classrooms,0.3,0.75,0.857142857,6
half past,0,0.898746155,0.811559439,0,0.087360053,9,1,0,half past,0,1,1,8
suf,0,0.981974684,0,0.597921371,0.015907264,3,0,0,safe,0.5,0.4,0.666666667,2
worrying,0,0.899312744,0,0,0.067798715,8,0,1,worrying,0,1,1,7
cistern,0,0.893790612,0,0,0.077660702,7,0,1,cistern,0,1,1,7
What,0,0.906605516,0,0,0.162046065,4,0,1,What,0,1,1,4
diminish,0,0.891594876,0,0,0.080378417,8,0,1,diminish,0,1,1,6
probability,0,0.893348558,0,0,0.04673355,11,0,1,probability,0,1,1,9
burying,0,0.905688111,0,0,0.088460288,7,0,1,burying,0,1,1,7
bottles,0,0.896768564,0,0,0.049674042,7,0,1,bottles,0,1,1,6
bedroom,0,0.894316899,0,0,0.071028629,7,0,1,bedroom,0,1,1,6
prepared,0,0.8961341,0,0,0.103077532,8,0,1,prepared,0,1,1,5
agent,0,0.893388813,0,0,0.070488836,5,0,1,agent,0,1,1,5
tale run,0,0.954998458,0.777075291,0,0.072903242,8,1,0,trial-run,0.444444444,0.6,0.75,6
error,0,0.895216111,0,0,0.080041555,5,0,1,error,0,1,1,3
anointing,0,0.908833375,0,0,0.101684212,9,0,1,anointing,0,1,1,6
prestigious,0,0.909501714,0,0,0.094469883,11,0,1,prestigious,0,1,1,9
tiger,0,0.89793216,0,0,0.082415335,5,0,1,tiger,0,1,1,5
dining-room,0,0.89416694,0,0,0.089669259,11,1,1,dining-room,0,1,1,8
every,0,0.896764327,0.918273568,0,0.084898865,5,0,1,every,0,1,1,4
niece,0,0.8921963,0,0,0.050880063,5,0,1,niece,0,1,1,4
onto,0,0.904637501,0,0,0.119703909,4,0,1,onto,0,1,1,3
flourishes,0,0.900793481,0,0,0.098169838,10,0,1,flourishes,0,1,1,9
defuse,0,0.895196322,0,0,0.058888016,6,0,1,defuse,0,1,1,5
apartment,0,0.282517277,0,0,0.052191008,9,0,1,apartment,0,1,1,7
theater,0,0.907681155,0,0,0.154915559,7,0,1,theater,0,1,1,5
thoroughly,0,0.909844753,0,0,0.063789317,10,0,1,thoroughly,0,1,1,8
peremptory,0,0.343777571,0,0,0.080898019,10,0,1,peremptory,0,1,1,7
hockey,0,0.893696542,0,0,0.041390778,6,0,1,hockey,0,1,1,6
trak suait,0,0.968171724,0,0,0.049997791,10,1,0,tracksuit,0.3,0.777777778,0.875,7
nasty tempered,0,0.95212553,0,0,0.094757764,14,1,0,nasty-tempered,0.071428571,0.833333333,0.909090909,10
virtue,0,0.898798351,0,0,0.044465467,6,0,1,virtue,0,1,1,6
good,0,0.903016213,0,0,0.030883556,4,0,1,good,0,1,1,3
androgyny,0,0.908129444,0.999547303,0,0.022142661,9,0,1,androgyny,0,1,1,7
maintenance,0,0.901760049,0,0,0.099148918,11,0,1,maintenance,0,1,1,7
out fit,0,0.963680378,0,0,0.104366588,7,1,0,outfit,0.142857143,0.833333333,1,5
unnatural,0,0.901690833,0.491654187,0,0.05650308,9,0,1,unnatural,0,1,1,6
holy,0,0.89546301,0,0,0.066714637,4,0,1,holy,0,1,1,4
houses,0,0.901795425,0,0,0.10189549,6,0,1,houses,0,1,1,5
coefficient,0,0.61925674,0,0,0.045806682,11,0,1,coefficient,0,1,1,7
factorization,0,0.895192861,0,0,0.069502293,13,0,1,factorization,0,1,1,9
potatoes,0,0.892883243,0,0,0.049994821,8,0,1,potatoes,0,1,1,6
compared,0,0.898179768,0,0,0.110979055,8,0,1,compared,0,1,1,8
villein,0,0.903562453,0.517336249,0,0.090038784,7,0,1,villein,0,1,1,5
big,0,0.902708623,0.71515131,0,0.029991025,3,0,1,big,0,1,1,3
conference,0,0.901133505,0,0,0.094308425,10,0,1,conference,0,1,1,6
shrubbery,0,0.892714273,0,0,0.035230121,9,0,1,shrubbery,0,1,1,7
sleigh,0,0.898739568,0,0,0.034327172,6,0,1,sleigh,0,1,1,6
soa,0,0.96606808,0,0.613058209,0.017826648,3,0,0,sure,0.75,0.166666667,0.333333333,1
century,0,0.906367086,0.896869719,0,0.076110923,7,0,1,century,0,1,1,7
permission,0,0.907393286,0,0,0.087167058,10,0,1,permission,0,1,1,8
firm,0,0.988179903,0,0,0.040704375,4,0,1,firm,0,1,1,4
utilized,0,0.891181497,0,0,0.072313934,8,0,1,utilized,0,1,1,7
wearing,0,0.904366308,0,0,0.113097241,7,0,1,wearing,0,1,1,7
previously,0,0.135600858,0,0,0.078090335,10,0,1,previously,0,1,1,10
academically,0,0.907701474,0,0,0.076451708,12,0,1,academically,0,1,1,8
funeral,0,0.899653219,0,0,0.080150354,7,0,1,funeral,0,1,1,7
primitively,0,0.903940861,0,0,0.087761737,11,0,1,primitively,0,1,1,9
mounitain's,0,0.963595926,0.836648941,0,0.080284939,11,1,0,mountainous,0.272727273,0.888888889,1,8
rhyme,0,0.893591288,0,0,0.014660275,5,0,1,rhyme,0,1,1,5
knowing,0,0.892835274,0,0,0.104500892,7,0,1,knowing,0,1,1,6
discourage,0,0.075493834,0,0,0.078976965,10,0,1,discourage,0,1,1,10
unintelligible,0,0.905441389,0,0,0.07224806,14,0,1,unintelligible,0,1,1,8
chapter,0,0.899285224,0,0,0.078012996,7,0,1,chapter,0,1,1,7
strawberry,0,0.900090716,0,0,0.033012587,10,0,1,strawberry,0,1,1,8
gasoline,0,0.89673309,0,0,0.085533053,8,0,1,gasoline,0,1,1,8
fundamentals,0,0.9020527,0,0,0.063857845,12,0,1,fundamentals,0,1,1,10
facilitate,0,0.896407929,0,0,0.071668774,10,0,1,facilitate,0,1,1,7
parcel,0,0.896037416,0,0,0.06160919,6,0,1,parcel,0,1,1,6
botanical,0,0.899541311,0,0,0.075472573,9,0,1,botanical,0,1,1,8
naughty,0,0.894918923,0,0,0.028556071,7,0,1,naughty,0,1,1,7
jaundice,0,0.899497528,0,0,0.080091474,8,0,1,jaundice,0,1,1,8
pretty,0,0.895517053,0,0,0.048109857,6,0,1,pretty,0,1,1,5
courage,0,0.898621116,0.442632943,0,0.093165166,7,0,1,courage,0,1,1,7
calculator,0,0.892960205,0,0,0.065461925,10,0,1,calculator,0,1,1,7
drown,0,0.899823962,0,0,0.046134905,5,0,1,drown,0,1,1,5
